id,id_client,id_product,qtd,total,sale_date,usd_price_vigente,taxa_brl,custo_brl,lucro,margem_pct,ano,mes,ano_mes
9692,30,138,6,25098.0,2023-09-22,836.88,4.9131,24670.05,427.95,1.71,2023,9,2023-09
9717,28,46,14,69773.0,2023-06-28,1007.47,4.8563,68496.07,1276.93,1.83,2023,6,2023-06
9728,18,92,8,710833.0,2024-01-31,16745.97,4.9535,663609.3,47223.7,6.64,2024,1,2024-01
9746,22,80,12,1550686.0,2023-01-25,24177.04,5.1042,1480853.37,69832.63,4.5,2023,1,2023-01
9755,34,23,1,10620.05,2024-11-11,2244.66,5.798,13014.54,-2394.49,-22.55,2024,11,2024-11
9759,22,105,15,4643.0,2023-07-14,62.64,4.7957,4506.04,136.96,2.95,2023,7,2023-07
9780,21,115,5,3945.35,2024-02-22,167.9,4.9419,4148.73,-203.38,-5.15,2024,2,2024-02
9798,49,88,10,459196.75,2023-02-03,8866.48,5.103,452456.47,6740.28,1.47,2023,2,2023-02
9813,32,121,5,18471.0,2024-01-06,747.93,4.8899,18286.51,184.49,1.0,2024,1,2024-01
9814,13,112,8,16575.6,2024-07-20,406.44,5.5543,18059.92,-1484.32,-8.95,2024,7,2024-07
9825,48,104,5,17636.75,2023-09-16,742.54,4.8689,18076.77,-440.02,-2.49,2023,9,2023-09
9847,16,84,4,173696.0,2024-12-10,8456.45,6.0529,204744.18,-31048.18,-17.88,2024,12,2024-12
9851,45,131,6,5782.0,2023-11-09,196.2,4.9007,5769.1,12.9,0.22,2023,11,2023-11
9879,12,21,3,24893.8,2023-04-19,1674.22,5.0467,25347.86,-454.06,-1.82,2023,4,2023-04
9884,36,56,8,343910.0,2023-01-21,8087.59,5.1986,336353.16,7556.84,2.2,2023,1,2023-01
9909,26,2,11,153980.0,2024-06-19,2829.74,5.4647,170100.48,-16120.48,-10.47,2024,6,2024-06
9930,35,48,9,125995.65,2023-01-22,2836.04,5.1986,132690.94,-6695.29,-5.31,2023,1,2023-01
9959,14,105,14,4117.3,2023-11-10,62.64,4.9219,4316.31,-199.01,-4.83,2023,11,2023-11
9968,6,69,8,362120.0,2024-06-25,8620.92,5.429,374423.8,-12303.8,-3.4,2024,6,2024-06
9999,8,20,6,185001.0,2023-06-15,5689.04,4.8222,164602.13,20398.87,11.03,2023,6,2023-06
49,14,74,7,575614.5,2024-08-29,17160.36,5.6358,676986.5,-101372.0,-17.61,2024,8,2024-08
58,46,45,2,19807.0,2024-08-22,1881.33,5.5524,20891.79,-1084.79,-5.48,2024,8,2024-08
76,28,18,14,353413.3,2024-03-07,5536.62,4.9364,382633.59,-29220.29,-8.27,2024,3,2024-03
98,21,142,2,1570.35,2024-02-13,169.88,4.9717,1689.18,-118.83,-7.57,2024,2,2024-02
102,9,67,9,733495.95,2024-02-02,16720.73,4.9471,744472.11,-10976.16,-1.5,2024,2,2024-02
118,18,122,10,13225.0,2023-07-22,270.21,4.7732,12897.66,327.34,2.48,2023,7,2023-07
155,12,21,9,78611.0,2024-06-22,1689.08,5.4416,82721.68,-4110.68,-5.23,2024,6,2024-06
156,11,44,13,133464.55,2024-10-22,2159.34,5.6958,159889.19,-26424.64,-19.8,2024,10,2024-10
163,4,70,7,228463.6,2023-03-09,6655.06,5.1353,239230.11,-10766.51,-4.71,2023,3,2023-03
188,26,117,10,41030.0,2024-02-07,823.4,4.9608,40847.23,182.77,0.45,2024,2,2024-02
191,43,101,11,5097.0,2024-11-24,82.96,5.8124,5304.16,-207.16,-4.06,2024,11,2024-11
224,42,34,10,46716.25,2023-11-21,1022.84,4.8806,49920.73,-3204.48,-6.86,2023,11,2023-11
256,12,130,4,16576.0,2023-06-05,749.89,4.9236,14768.63,1807.37,10.9,2023,6,2023-06
268,24,97,5,676675.0,2024-11-09,25607.88,5.7648,738121.53,-61446.53,-9.08,2024,11,2024-11
288,23,138,2,7947.7,2024-08-10,836.88,5.5115,9224.93,-1277.23,-16.07,2024,8,2024-08
324,15,21,5,43673.0,2023-04-17,1674.22,4.9421,41370.81,2302.19,5.27,2023,4,2023-04
342,3,74,6,493383.45,2023-11-10,17160.36,4.9219,506769.46,-13386.01,-2.71,2023,11,2023-11
351,41,6,14,157208.85,2024-09-04,2172.43,5.6359,171410.38,-14201.53,-9.03,2024,9,2024-09
373,29,145,6,26099.0,2024-01-31,820.56,4.9535,24387.86,1711.14,6.56,2024,1,2024-01
417,41,85,9,347208.0,2024-06-17,7885.27,5.413,384146.7,-36938.7,-10.64,2024,6,2024-06
437,25,110,11,26078.45,2024-01-12,476.03,4.8543,25418.72,659.73,2.53,2024,1,2024-01
456,17,43,8,266736.25,2024-03-02,6219.32,4.9596,246762.72,19973.53,7.49,2024,3,2024-03
468,3,101,6,2641.0,2024-03-31,96.64,4.9962,2897.0,-256.0,-9.69,2024,3,2024-03
480,20,4,1,3382.0,2023-04-28,654.31,5.0007,3272.01,109.99,3.25,2023,4,2023-04
483,41,123,10,27771.0,2024-08-26,535.37,5.4921,29403.06,-1632.06,-5.88,2024,8,2024-08
516,32,119,4,12371.85,2024-01-15,669.88,4.8765,13066.68,-694.83,-5.62,2024,1,2024-01
554,23,16,15,450090.0,2023-11-13,5615.94,4.9247,414852.3,35237.7,7.83,2023,11,2023-11
570,8,132,10,14848.5,2024-12-30,314.46,6.1923,19472.31,-4623.81,-31.14,2024,12,2024-12
586,36,130,14,58017.0,2023-02-07,749.89,5.1695,54271.79,3745.21,6.46,2023,2,2023-02
589,42,93,14,1406678.0,2024-08-17,19072.72,5.4632,1458773.17,-52095.17,-3.7,2024,8,2024-08
592,21,133,4,7192.45,2024-06-02,381.67,5.2416,8002.25,-809.8,-11.26,2024,6,2024-06
598,13,39,14,414860.0,2024-11-01,5270.87,5.8073,428533.33,-13673.33,-3.3,2024,11,2024-11
602,35,39,8,225209.85,2024-05-24,5270.87,5.1508,217193.58,8016.27,3.56,2024,5,2024-05
628,20,72,3,284044.3,2024-12-28,30675.48,6.1991,570481.1,-286436.8,-100.84,2024,12,2024-12
629,23,116,8,20604.0,2024-04-09,502.24,5.008,20121.74,482.26,2.34,2024,4,2024-04
632,41,61,15,420279.0,2023-12-19,5396.92,4.8663,393945.48,26333.52,6.27,2023,12,2023-12
643,30,37,15,91016.0,2024-01-15,1211.89,4.8765,88646.72,2369.28,2.6,2024,1,2024-01
654,5,42,5,28465.8,2024-01-14,1263.57,4.8543,30668.74,-2202.94,-7.74,2024,1,2024-01
667,16,124,1,3581.5,2024-04-26,725.63,5.1184,3714.06,-132.56,-3.7,2024,4,2024-04
672,9,124,4,14326.0,2023-06-16,725.63,4.8286,14015.11,310.89,2.17,2023,6,2023-06
681,32,76,3,422365.25,2024-10-06,26819.81,5.4686,440000.44,-17635.19,-4.18,2024,10,2024-10
706,21,98,5,396806.0,2023-02-08,15262.93,5.2036,397110.91,-304.91,-0.08,2023,2,2023-02
744,44,102,15,12480.0,2024-04-24,199.93,5.1592,15472.18,-2992.18,-23.98,2024,4,2024-04
751,15,89,11,865459.0,2024-08-23,14832.32,5.5263,901646.35,-36187.35,-4.18,2024,8,2024-08
764,1,28,10,135456.7,2024-10-14,2776.74,5.6045,155622.39,-20165.69,-14.89,2024,10,2024-10
801,37,64,10,1059303.2,2024-11-27,21352.22,5.8291,1244642.26,-185339.06,-17.5,2024,11,2024-11
814,10,82,4,206536.0,2023-04-26,9770.29,5.0585,197692.05,8843.95,4.28,2023,4,2023-04
837,44,117,14,54569.9,2024-08-20,823.4,5.4547,62879.6,-8309.7,-15.23,2024,8,2024-08
852,49,28,1,13546.05,2023-10-02,2723.39,5.0679,13801.87,-255.82,-1.89,2023,10,2023-10
887,10,40,10,134748.0,2024-09-21,2867.26,5.4775,157054.17,-22306.17,-16.55,2024,9,2024-09
911,40,16,5,150030.0,2023-01-31,5615.94,5.0993,143186.81,6843.19,4.56,2023,1,2023-01
920,15,148,8,36369.8,2024-12-12,885.1,5.9408,42065.62,-5695.82,-15.66,2024,12,2024-12
933,34,108,11,34960.95,2024-02-23,688.83,4.9851,37772.75,-2811.8,-8.04,2024,2,2024-02
936,29,57,7,831534.0,2023-01-14,22497.79,5.1146,805470.38,26063.62,3.13,2023,1,2023-01
945,2,80,12,1473151.7,2023-01-07,24177.04,5.2855,1533452.94,-60301.24,-4.09,2023,1,2023-01
953,11,108,14,46838.0,2023-09-15,653.47,4.8689,44543.52,2294.48,4.9,2023,9,2023-09
964,34,70,12,391651.75,2024-04-20,6655.06,5.2269,417424.0,-25772.25,-6.58,2024,4,2024-04
965,39,22,7,262361.5,2023-04-14,7630.67,4.9455,264162.35,-1800.85,-0.69,2023,4,2023-04
971,20,32,4,47509.5,2024-03-21,2562.61,4.9807,51054.37,-3544.87,-7.46,2024,3,2024-03
978,23,112,8,16575.6,2023-07-14,398.23,4.7957,15278.33,1297.27,7.83,2023,7,2023-07
1023,30,82,11,567974.0,2024-11-19,9770.29,5.7743,620582.44,-52608.44,-9.26,2024,11,2024-11
1042,37,78,6,694040.55,2023-06-10,23053.04,4.8922,676680.49,17360.06,2.5,2023,6,2023-06
1049,46,122,13,16332.4,2023-11-01,271.3,5.0194,17702.92,-1370.52,-8.39,2023,11,2023-11
1050,24,62,1,97110.9,2024-06-01,20000.78,5.2416,104836.09,-7725.19,-7.96,2024,6,2024-06
1075,7,1,12,377596.5,2023-12-17,6574.8,4.9397,389730.47,-12133.97,-3.21,2023,12,2023-12
1116,3,9,6,238233.0,2023-10-10,7933.96,5.0862,242122.24,-3889.24,-1.63,2023,10,2023-10
1131,37,113,15,65924.0,2023-10-30,815.5,5.0074,61253.02,4670.98,7.09,2023,10,2023-10
1154,11,42,8,45545.85,2023-11-13,1263.57,4.9247,49781.63,-4235.78,-9.3,2023,11,2023-11
1166,14,118,13,56096.0,2024-09-02,893.4,5.623,65306.65,-9210.65,-16.42,2024,9,2024-09
1252,47,10,4,128132.0,2024-09-07,6547.91,5.5702,145892.67,-17760.67,-13.86,2024,9,2024-09
1255,41,10,12,365176.2,2023-01-16,5615.0,5.1115,344412.87,20763.33,5.69,2023,1,2023-01
1264,36,16,3,90018.0,2024-03-07,6212.42,4.9364,92000.97,-1982.97,-2.2,2024,3,2024-03
1270,2,87,11,698686.05,2024-09-25,13597.7,5.4736,818712.08,-120026.03,-17.18,2024,9,2024-09
1286,44,54,3,346373.8,2023-01-10,23191.9,5.2395,364541.88,-18168.08,-5.25,2023,1,2023-01
1303,14,111,14,56993.35,2024-05-28,860.37,5.1538,62078.45,-5085.1,-8.92,2024,5,2024-05
1339,15,142,8,6611.0,2024-05-01,169.88,5.1718,7028.68,-417.68,-6.32,2024,5,2024-05
1341,35,56,3,122517.7,2023-05-04,8087.59,5.0106,121571.04,946.66,0.77,2023,5,2023-05
1348,15,66,10,119430.2,2024-06-14,2360.29,5.363,126582.35,-7152.15,-5.99,2024,6,2024-06
1351,46,148,9,43070.0,2024-07-16,885.1,5.4274,43234.13,-164.13,-0.38,2024,7,2024-07
1372,12,136,8,14998.6,2024-01-08,390.62,4.885,15265.43,-266.83,-1.78,2024,1,2024-01
1392,22,25,11,133391.0,2023-07-15,2389.36,4.7957,126045.19,7345.81,5.51,2023,7,2023-07
1443,24,120,15,46867.0,2023-11-23,635.45,4.8931,46639.81,227.19,0.48,2023,11,2023-11
1450,23,24,7,162625.0,2023-04-20,4129.65,5.0497,145974.46,16650.54,10.24,2023,4,2023-04
1451,24,52,13,169245.35,2024-03-19,2634.69,5.0352,172460.48,-3215.13,-1.9,2024,3,2024-03
1480,21,95,5,349040.0,2023-07-31,12945.63,4.7415,306908.52,42131.48,12.07,2023,7,2023-07
1508,2,117,9,35080.65,2023-07-01,823.4,4.8192,35713.16,-632.51,-1.8,2023,7,2023-07
1525,30,37,9,51878.55,2023-04-19,1181.71,5.0467,53673.62,-1795.07,-3.46,2023,4,2023-04
1535,7,110,3,7487.0,2024-04-19,476.03,5.2269,7464.48,22.52,0.3,2024,4,2024-04
1547,49,71,14,1822437.0,2024-06-05,27484.92,5.2841,2033262.92,-210825.92,-11.57,2024,6,2024-06
1573,3,46,11,52079.95,2023-02-12,959.01,5.2526,55410.26,-3330.31,-6.39,2023,2,2023-02
1595,49,18,13,328169.9,2023-05-06,4834.43,4.9696,312327.38,15842.52,4.83,2023,5,2023-05
1598,9,76,15,2222973.0,2024-07-19,28642.87,5.5543,2386366.39,-163393.39,-7.35,2024,7,2024-07
1619,43,140,8,23823.15,2024-07-13,612.49,5.4529,26718.77,-2895.62,-12.15,2024,7,2024-07
1650,34,125,4,12927.6,2023-06-16,646.27,4.8286,12482.32,445.28,3.44,2023,6,2023-06
1652,45,110,15,37433.0,2023-03-30,476.03,5.1254,36597.66,835.34,2.23,2023,3,2023-03
1664,13,85,11,424366.0,2023-09-09,7499.89,4.9835,411132.72,13233.28,3.12,2023,9,2023-09
1666,32,53,2,107350.0,2024-03-03,11332.93,4.9596,112413.6,-5063.6,-4.72,2024,3,2024-03
1677,31,107,2,2875.65,2024-04-22,311.59,5.2043,3243.22,-367.57,-12.78,2024,4,2024-04
1678,19,125,1,3231.9,2024-03-18,646.27,5.0124,3239.36,-7.46,-0.23,2024,3,2024-03
1699,47,122,7,9257.0,2024-11-02,271.3,5.8073,11028.64,-1771.64,-19.14,2024,11,2024-11
1705,31,115,14,11628.0,2024-05-30,167.9,5.1972,12216.54,-588.54,-5.06,2024,5,2024-05
1717,20,123,7,19439.0,2023-06-27,535.37,4.7903,17952.08,1486.92,7.65,2023,6,2023-06
1720,39,11,8,289855.0,2024-07-21,7246.24,5.5543,321982.33,-32127.33,-11.08,2024,7,2024-07
1729,36,55,1,104487.65,2023-08-02,23326.09,4.8083,112158.84,-7671.19,-7.34,2023,8,2023-08
1773,35,140,3,8933.8,2024-01-03,586.81,4.9212,8663.43,270.37,3.03,2024,1,2024-01
1775,2,19,14,218550.35,2024-11-28,3358.13,5.9871,281476.44,-62926.09,-28.79,2024,11,2024-11
1816,39,65,12,291357.4,2024-12-25,4996.52,6.1541,368989.0,-77631.6,-26.64,2024,12,2024-12
1825,43,96,10,670897.6,2023-12-31,14776.4,4.8413,715369.85,-44472.25,-6.63,2023,12,2023-12
1840,27,44,6,61598.95,2024-06-23,2159.34,5.4416,70501.59,-8902.64,-14.45,2024,6,2024-06
1855,41,103,15,25496.1,2023-01-19,341.7,5.2144,26726.41,-1230.31,-4.83,2023,1,2023-01
1868,46,16,5,150030.0,2023-04-20,5615.94,5.0497,141794.06,8235.94,5.49,2023,4,2023-04
1880,8,80,1,122762.8,2023-10-23,24177.04,5.0164,121281.7,1481.1,1.21,2023,10,2023-10
1887,18,101,7,3244.0,2023-03-13,87.95,5.24,3226.01,17.99,0.55,2023,3,2023-03
1889,24,5,8,179884.4,2023-10-23,4752.24,5.0164,190713.09,-10828.69,-6.02,2023,10,2023-10
1893,37,110,11,26078.45,2023-08-09,476.03,4.9015,25665.87,412.58,1.58,2023,8,2023-08
1903,3,54,7,808206.8,2023-10-14,23191.9,5.0625,821862.96,-13656.16,-1.69,2023,10,2023-10
1909,26,71,14,1731315.15,2023-04-01,24528.75,5.0804,1744622.06,-13306.91,-0.77,2023,4,2023-04
1921,43,25,6,69121.05,2024-07-05,2430.59,5.497,80165.72,-11044.67,-15.98,2024,7,2024-07
1957,20,16,2,57011.4,2024-01-18,6212.42,4.9403,61382.44,-4371.04,-7.67,2024,1,2024-01
1958,40,58,11,1137216.5,2024-10-24,19694.26,5.7087,1236714.84,-99498.34,-8.75,2024,10,2024-10
1967,39,75,15,491526.0,2023-12-19,6193.58,4.8663,452097.28,39428.72,8.02,2023,12,2023-12
1971,39,102,1,832.0,2023-06-29,199.93,4.8584,971.34,-139.34,-16.75,2023,6,2023-06
2010,20,23,15,167679.0,2024-02-26,2108.74,4.9819,157582.98,10096.02,6.02,2024,2,2024-02
2016,29,27,4,62743.7,2023-01-07,3051.23,5.2855,64509.1,-1765.4,-2.81,2023,1,2023-01
2017,45,92,1,88854.0,2023-01-04,16745.97,5.4459,91196.88,-2342.88,-2.64,2023,1,2023-01
2036,30,127,14,21691.0,2023-06-06,296.24,4.9292,20443.17,1247.83,5.75,2023,6,2023-06
2063,17,112,11,23990.0,2024-05-28,430.01,5.1538,24378.04,-388.04,-1.62,2024,5,2024-05
2118,23,98,2,150785.9,2023-06-12,15262.93,4.8832,149063.88,1722.02,1.14,2023,6,2023-06
2120,13,4,12,38553.85,2023-09-13,654.31,4.9171,38607.69,-53.84,-0.14,2023,9,2023-09
2126,6,3,6,54145.0,2023-11-13,1753.77,4.9247,51820.75,2324.25,4.29,2023,11,2023-11
2164,6,135,14,21871.85,2024-03-05,328.1,4.9488,22731.82,-859.97,-3.93,2024,3,2024-03
2168,23,19,2,32865.0,2023-03-24,3163.35,5.2921,33481.53,-616.53,-1.88,2023,3,2023-03
2220,41,6,11,130022.0,2024-06-28,2172.43,5.5589,132839.53,-2817.53,-2.17,2024,6,2024-06
2226,37,124,2,7540.0,2023-07-27,725.63,4.7202,6850.24,689.76,9.15,2023,7,2023-07
2230,9,51,9,577431.0,2024-12-23,11769.05,6.1612,652603.24,-75172.24,-13.02,2024,12,2024-12
2315,18,38,3,75413.85,2023-07-21,5097.21,4.7732,72990.01,2423.84,3.21,2023,7,2023-07
2347,39,128,1,4651.0,2024-04-03,853.09,5.0724,4327.21,323.79,6.96,2024,4,2024-04
2348,5,18,12,302925.55,2024-09-09,5265.1,5.6097,354427.58,-51502.03,-17.0,2024,9,2024-09
2368,23,58,2,206766.55,2024-09-02,19694.26,5.623,221481.65,-14715.1,-7.12,2024,9,2024-09
2369,26,60,8,826508.55,2023-05-11,19341.09,4.9696,768939.85,57568.7,6.97,2023,5,2023-05
2382,36,88,1,45919.2,2023-07-19,9954.59,4.8,47782.03,-1862.83,-4.06,2023,7,2023-07
2400,39,2,10,132982.9,2024-05-12,2829.74,5.1464,145629.74,-12646.84,-9.51,2024,5,2024-05
2404,3,123,8,22217.0,2024-08-29,535.37,5.6358,24137.91,-1920.91,-8.65,2024,8,2024-08
2423,14,22,13,512887.0,2023-06-04,7630.67,4.9558,491608.97,21278.03,4.15,2023,6,2023-06
2448,36,59,6,496847.15,2023-03-15,16694.98,5.2981,530710.04,-33862.89,-6.82,2023,3,2023-03
2456,34,31,1,7868.85,2023-03-07,2418.07,5.1901,12550.03,-4681.18,-59.49,2023,3,2023-03
2467,13,64,8,847441.8,2024-09-09,21352.22,5.6097,958236.39,-110794.59,-13.07,2024,9,2024-09
2476,25,126,10,25432.45,2023-02-01,467.05,5.0721,23689.24,1743.21,6.85,2023,2,2023-02
2489,49,85,6,231472.0,2023-06-12,7499.89,4.8832,219740.78,11731.22,5.07,2023,6,2023-06
2520,4,88,10,483365.0,2024-10-02,9896.1,5.4305,537407.71,-54042.71,-11.18,2024,10,2024-10
2526,42,21,15,124467.1,2024-11-30,1584.96,6.0535,143918.33,-19451.23,-15.63,2024,11,2024-11
2572,3,2,13,181976.0,2024-01-21,2829.74,4.9223,181074.78,901.22,0.5,2024,1,2024-01
2606,7,100,12,1192442.85,2023-05-22,19807.28,4.968,1180830.8,11612.05,0.97,2023,5,2023-05
2607,4,63,2,279915.0,2023-10-02,27618.14,5.0679,279931.94,-16.94,-0.01,2023,10,2023-10
2614,27,34,8,37373.0,2024-02-18,1022.84,4.9761,40718.03,-3345.03,-8.95,2024,2,2024-02
2615,19,138,6,25098.0,2024-03-01,836.88,4.9596,24903.54,194.46,0.77,2024,3,2024-03
2621,6,128,9,39763.2,2024-12-21,853.09,6.078,46665.73,-6902.53,-17.36,2024,12,2024-12
2627,23,27,6,99069.0,2023-05-04,3051.23,5.0106,91730.96,7338.04,7.41,2023,5,2023-05
2642,36,49,8,106114.0,2024-09-28,2352.61,5.4431,102443.93,3670.07,3.46,2024,9,2024-09
2665,29,72,14,1395305.0,2023-08-16,30675.48,4.9772,2137491.99,-742186.99,-53.19,2023,8,2023-08
2678,16,50,12,128546.4,2024-10-25,2378.45,5.6969,162597.5,-34051.1,-26.49,2024,10,2024-10
2699,13,41,12,127200.0,2024-11-07,1944.42,5.6624,132121.01,-4921.01,-3.87,2024,11,2024-11
2700,6,71,3,370995.9,2023-10-03,27484.92,5.11,421343.82,-50347.92,-13.57,2023,10,2023-10
2711,5,29,10,346847.85,2023-03-27,7689.63,5.2306,402213.79,-55365.94,-15.96,2023,3,2023-03
2776,4,27,8,125487.4,2024-06-05,3051.23,5.2841,128984.04,-3496.64,-2.79,2024,6,2024-06
2821,34,128,2,8835.95,2024-09-22,853.09,5.4775,9345.6,-509.65,-5.77,2024,9,2024-09
2838,36,18,9,239152.0,2023-12-11,5536.62,4.944,246357.44,-7205.44,-3.01,2023,12,2023-12
2855,36,102,11,9152.0,2024-11-14,199.93,5.7885,12730.24,-3578.24,-39.1,2024,11,2024-11
2861,16,115,15,12459.0,2023-06-01,160.69,5.035,12136.11,322.89,2.59,2023,6,2023-06
2863,43,18,5,132862.0,2024-01-07,5536.62,4.8899,135367.59,-2505.59,-1.89,2024,1,2024-01
2871,8,107,13,19674.0,2024-11-04,311.59,5.7898,23452.57,-3778.57,-19.21,2024,11,2024-11
2885,40,83,5,640318.05,2024-06-30,35839.7,5.5589,996146.54,-355828.49,-55.57,2024,6,2024-06
2925,7,114,12,9591.0,2023-08-23,152.46,4.8977,8960.44,630.56,6.57,2023,8,2023-08
2941,29,34,4,18686.5,2024-08-11,951.66,5.5115,20980.3,-2293.8,-12.28,2024,8,2024-08
2958,48,78,13,1503755.0,2024-12-17,24425.59,6.1685,1958700.27,-454945.27,-30.25,2024,12,2024-12
2996,33,16,15,427585.5,2023-11-21,5615.94,4.8806,411137.35,16448.15,3.85,2023,11,2023-11
3000,18,32,4,47509.5,2024-09-09,2240.54,5.6097,50275.03,-2765.53,-5.82,2024,9,2024-09
3013,36,146,4,1884.8,2024-08-13,87.83,5.4875,1927.87,-43.07,-2.29,2024,8,2024-08
3025,20,74,6,519351.0,2024-05-05,17160.36,5.0668,521688.67,-2337.67,-0.45,2024,5,2024-05
3038,12,46,6,28407.85,2024-06-26,1000.64,5.5097,33079.36,-4671.51,-16.44,2024,6,2024-06
3051,43,101,1,463.0,2023-09-21,96.64,4.9229,475.75,-12.75,-2.75,2023,9,2023-09
3092,18,61,5,133088.35,2023-05-06,5396.92,4.9696,134102.67,-1014.32,-0.76,2023,5,2023-05
3094,30,150,11,17196.9,2024-05-31,332.26,5.2416,19157.31,-1960.41,-11.4,2024,5,2024-05
3100,44,106,11,48234.0,2024-07-02,918.37,5.6677,57255.5,-9021.5,-18.7,2024,7,2024-07
3127,37,131,7,6407.75,2023-11-16,196.2,4.8575,6671.29,-263.54,-4.11,2023,11,2023-11
3129,15,81,8,928328.6,2024-06-20,23685.5,5.4254,1028026.49,-99697.89,-10.74,2024,6,2024-06
3132,41,133,15,28391.0,2023-06-04,348.47,4.9558,25904.21,2486.79,8.76,2023,6,2023-06
3134,39,139,4,5415.0,2023-07-13,246.89,4.8038,4744.04,670.96,12.39,2023,7,2023-07
3145,46,76,8,1185586.0,2024-12-18,26819.81,6.1624,1322195.18,-136609.18,-11.52,2024,12,2024-12
3218,4,11,9,309782.65,2024-09-13,7246.24,5.5717,363364.88,-53582.23,-17.3,2024,9,2024-09
3222,24,132,1,1484.85,2023-04-26,276.61,5.0585,1399.23,85.62,5.77,2023,4,2023-04
3224,32,31,5,39345.2,2023-09-04,1724.43,4.9176,42400.28,-3055.08,-7.76,2023,9,2023-09
3227,27,35,15,165083.0,2024-04-21,2106.85,5.2269,165184.41,-101.41,-0.06,2024,4,2024-04
3264,38,9,10,377202.25,2023-05-31,7933.96,5.0959,404306.67,-27104.42,-7.19,2023,5,2023-05
3275,44,77,9,382224.9,2024-10-08,8959.75,5.5197,445096.19,-62871.29,-16.45,2024,10,2024-10
3281,6,92,12,1012936.55,2023-09-16,16745.97,4.8689,978413.44,34523.11,3.41,2023,9,2023-09
3297,10,32,3,35631.65,2024-10-17,2288.99,5.6758,38975.55,-3343.9,-9.38,2024,10,2024-10
3305,20,141,7,33473.0,2023-09-07,962.15,4.9762,33514.96,-41.96,-0.13,2023,9,2023-09
3317,6,83,4,512255.2,2024-12-06,35839.7,6.0293,864353.21,-352098.01,-68.73,2024,12,2024-12
3329,38,59,6,496847.15,2023-07-29,16694.98,4.7253,473332.73,23514.42,4.73,2023,7,2023-07
3330,19,142,14,10991.5,2023-05-15,160.09,4.9103,11005.26,-13.76,-0.13,2023,5,2023-05
3343,12,103,11,18696.95,2023-03-16,341.7,5.2892,19880.52,-1183.57,-6.33,2023,3,2023-03
3346,6,12,2,5179.4,2023-09-10,527.97,4.9835,5262.28,-82.88,-1.6,2023,9,2023-09
3354,16,129,7,21719.85,2023-05-23,598.62,4.9674,20815.09,904.76,4.17,2023,5,2023-05
3360,13,82,10,516340.0,2024-09-18,9770.29,5.4767,535089.47,-18749.47,-3.63,2024,9,2024-09
3391,13,93,12,1205724.0,2024-11-10,19072.72,5.7648,1319405.0,-113681.0,-9.43,2024,11,2024-11
3416,15,6,10,112291.9,2023-02-25,2104.66,5.1791,109002.45,3289.45,2.93,2023,2,2023-02
3435,30,130,14,55116.15,2024-07-30,752.23,5.6532,59535.09,-4418.94,-8.02,2024,7,2024-07
3436,36,75,2,65537.0,2024-10-12,5924.6,5.6263,66667.15,-1130.15,-1.72,2024,10,2024-10
3449,22,131,8,7709.0,2024-12-24,175.62,6.1541,8646.26,-937.26,-12.16,2024,12,2024-12
3480,30,56,9,386899.0,2024-03-19,8087.59,5.0352,366503.7,20395.3,5.27,2024,3,2024-03
3489,13,128,7,30927.25,2024-11-13,853.09,5.7713,34464.07,-3536.82,-11.44,2024,11,2024-11
3495,27,126,9,24094.0,2023-04-28,467.05,5.0007,21020.19,3073.81,12.76,2023,4,2023-04
3504,47,149,12,13963.0,2023-09-14,225.94,4.8751,13217.76,745.24,5.34,2023,9,2023-09
3507,16,141,9,40884.2,2023-05-02,942.08,5.0334,42676.79,-1792.59,-4.38,2023,5,2023-05
3519,33,50,8,85697.6,2023-09-27,2378.45,5.0289,95687.9,-9990.3,-11.66,2023,9,2023-09
3532,47,67,4,343156.0,2024-07-02,16720.73,5.6677,379072.33,-35916.33,-10.47,2024,7,2024-07
3554,19,37,8,46114.9,2023-01-18,1132.29,5.0909,46115.0,-0.1,0.0,2023,1,2023-01
3565,35,106,4,17539.0,2024-01-01,918.37,4.8413,17784.42,-245.42,-1.4,2024,1,2024-01
3576,28,6,2,22458.0,2023-04-11,2104.66,5.0128,21100.48,1357.52,6.04,2023,4,2023-04
3591,6,31,14,110165.8,2024-06-02,1686.13,5.2416,123732.27,-13566.47,-12.31,2024,6,2024-06
3595,26,101,3,1320.5,2023-10-06,96.64,5.1918,1505.21,-184.71,-13.99,2023,10,2023-10
3597,10,145,14,57853.1,2024-05-24,875.03,5.1508,63099.46,-5246.36,-9.07,2024,5,2024-05
3608,3,26,9,155549.0,2023-07-04,3412.88,4.8056,147608.43,7940.57,5.1,2023,7,2023-07
3617,39,4,3,10146.0,2024-06-06,679.13,5.2681,10733.17,-587.17,-5.79,2024,6,2024-06
3621,15,147,1,3030.0,2023-04-08,592.19,5.0683,3001.4,28.6,0.94,2023,4,2023-04
3637,26,57,8,950325.0,2024-10-21,23810.02,5.7068,1087032.18,-136707.18,-14.39,2024,10,2024-10
3643,39,149,7,8145.0,2023-11-09,225.94,4.9007,7750.85,394.15,4.84,2023,11,2023-11
3658,29,95,8,558464.0,2024-11-05,12945.63,5.7846,599082.33,-40618.33,-7.27,2024,11,2024-11
3699,40,46,6,28407.85,2023-11-15,1000.64,4.8682,29227.89,-820.04,-2.89,2023,11,2023-11
3704,49,9,1,37720.7,2023-07-15,7933.96,4.7957,38048.89,-328.19,-0.87,2023,7,2023-07
